Exercise,Climbing,Sweets,EatingOut,Coffee,Tea,Water,DayRating,HoursSleep,Sunny,Rain,Temperature,Weight,WeekSin,WeekCos,Label
0.0,0,1,1,3,2,1.2,0,9.0,-1,1,7,72.7,-0.7818314824680271,0.6234898018587368,72.6
0.0,0,0,0,5,1,1.3,0,7.0,-1,0,9,72.6,-3.135590990326495e-14,1.0,72.0
0.0,0,0,0,3,2,1.1,-1,6.5,-1,0,15,72.0,0.7818314824680235,0.6234898018587414,71.7
0.0,0,0,1,4,2,1.1,0,7.0,-1,1,18,71.7,0.9749279121818211,-0.22252093395632533,71.2
0.0,0,1,0,3,2,1.1,0,7.5,0,1,15,71.2,0.43388373911758005,-0.9009688679024086,71.9
0.0,0,0,0,3,1,1.1,0,7.0,0,1,15,71.9,-0.43388373911755534,-0.9009688679024205,71.6
0.0,0,0,0,4,1,1.3,0,8.0,-1,1,13,71.6,-0.974927912181815,-0.22252093395635208,71.0
0.0,0,2,0,2,2,1.2,-1,8.0,-1,1,9,71.0,-0.7818314824680406,0.6234898018587199,71.2
0.0,0,0,1,4,2,1.6,-1,7.5,0,1,12,71.2,3.92629752491059e-15,1.0,70.9
0.0,0,0,0,4,1,1.3,0,5.5,0,1,12,70.9,0.78183148246801,0.6234898018587582,71.1
0.0,0,1,0,4,1,1.7,0,6.5,-1,0,9,71.1,0.974927912181826,-0.22252093395630432,70.5
0.0,0,2,1,5,1,0.9,0,6.0,-1,0,12,70.5,0.4338837391175995,-0.9009688679023992,71.1
0.0,0,0,0,4,1,1.1,0,7.0,0,0,20,71.1,-0.4338837391175359,-0.9009688679024298,
0.0,0,1,0,3,2,1.1,0,8.0,0,0,21,,-0.9749279121818228,-0.22252093395631767,71.9
0.0,0,1,0,2,2,1.3,0,8.5,0,1,20,71.9,-0.7818314824680541,0.6234898018587031,72.5
0.0,0,0,0,4,3,1.1,-1,8.0,-1,1,14,72.5,-1.7634913907721887e-14,1.0,71.9
0.0,0,0,0,3,3,1.1,0,7.0,-1,1,13,71.9,0.7818314824680321,0.6234898018587307,71.7
0.0,0,0,0,3,1,1.5,0,7.5,-1,0,14,71.7,0.9749279121818307,-0.22252093395628328,71.3
0.0,0,0,0,3,0,0.7,0,7.5,0,0,19,71.3,0.4338837391175677,-0.9009688679024145,
0.0,0,1,1,3,1,1.4,0,5.0,1,0,20,,-0.4338837391175677,-0.9009688679024145,
0.0,0,1,1,5,1,1.0,0,9.0,1,0,21,,-0.9749279121818181,-0.2225209339563387,
0.0,0,1,1,4,1,1.0,0,7.083333333,1,0,21,,-0.781831482468032,0.6234898018587307,
0.0,0,0,2,3,1,1.3,-1,9.0,1,0,26,,-3.919612534035436e-14,1.0,73.4
0.0,0,0,0,6,1,1.1,-1,5.0,-1,1,13,73.4,0.7818314824680186,0.6234898018587476,72.2
0.0,0,0,1,4,1,1.8,1,7.0,-1,1,13,72.2,0.9749279121818228,-0.2225209339563177,71.9
0.0,0,0,1,4,1,1.0,1,8.5,0,0,18,71.9,0.43388373911758715,-0.9009688679024052,71.8
0.0,0,2,1,4,1,1.3,0,6.0,-1,0,21,71.8,-0.4338837391175483,-0.9009688679024238,72.8
0.0,0,2,1,4,0,2.0,1,7.0,1,0,26,72.8,-0.9749279121818133,-0.22252093395635972,
0.0,0,0,1,4,1,1.1,1,7.0,1,0,28,,-0.7818314824680455,0.6234898018587138,
0.0,0,0,0,5,1,1.5,0,6.0,1,0,29,,-3.9139179121788235e-15,1.0,74.5
0.0,0,1,0,4,1,1.7,1,7.5,1,0,28,74.5,0.7818314824680052,0.6234898018587643,73.3
0.0,0,0,0,4,1,1.4,1,6.5,1,0,29,73.3,0.9749279121818276,-0.22252093395629666,72.8
0.0,0,0,0,4,2,1.4,0,7.0,-1,0,19,72.8,0.43388373911755534,-0.9009688679024205,73.0
0.0,0,0,0,4,2,1.5,1,7.0,1,0,26,73.0,-0.43388373911752887,-0.9009688679024332,73.3
0.0,0,1,1,4,0,1.1,0,7.0,0,0,22,73.3,-0.9749279121818211,-0.22252093395632533,
0.0,0,0,2,4,0,1.5,1,4.0,1,0,27,,-0.7818314824680235,0.6234898018587414,
0.0,0,0,1,1,1,1.5,0,9.333333332999999,1,0,24,,-2.54751293448113e-14,1.0,72.7
0.0,0,0,0,5,1,1.4,-1,8.5,-1,0,22,72.7,0.7818314824680273,0.6234898018587368,72.9
0.0,0,1,0,5,0,1.5,0,6.5,-1,1,22,72.9,0.9749279121818325,-0.22252093395627565,72.6
0.0,0,0,1,4,1,1.3,0,7.0,1,0,24,72.6,0.4338837391175748,-0.9009688679024112,73.4
0.0,0,1,0,4,0,1.8,0,7.083333333,1,0,30,73.4,-0.4338837391175607,-0.9009688679024179,73.6
0.0,0,1,0,3,1,1.2,0,10.08333333,0,0,27,73.6,-0.9749279121818163,-0.22252093395634634,73.5
0.0,0,1,2,5,1,1.0,0,6.0,-1,0,24,73.5,-0.7818314824680369,0.6234898018587246,73.9
0.0,0,1,1,3,0,1.1,1,7.0,1,0,27,73.9,-4.7036340777443775e-14,1.0,74.1
0.0,0,1,1,6,1,1.6,1,4.0,1,0,28,74.1,0.7818314824680137,0.6234898018587537,73.9
0.0,0,2,1,4,1,1.5,0,7.5,1,0,28,73.9,0.9749279121818246,-0.22252093395631004,73.5
0.0,0,2,1,3,2,1.0,0,9.5,0,1,24,73.5,0.4338837391175942,-0.9009688679024017,74.3
0.0,0,1,0,4,1,1.3,0,7.0,1,1,24,74.3,-0.43388373911754125,-0.9009688679024273,74.6
0.0,0,2,1,4,1,1.0,0,5.5,0,1,27,74.6,-0.9749279121818242,-0.22252093395631195,74.5
0.0,0,1,1,3,1,1.0,1,9.5,0,1,24,74.5,-0.7818314824680505,0.6234898018587077,74.4
0.0,0,1,0,3,2,1.2,0,6.0,1,0,28,74.4,-1.1754133349268238e-14,1.0,74.7
0.0,0,0,1,4,1,1.5,0,7.0,1,0,28,74.7,0.7818314824680358,0.623489801858726,73.9
0.0,0,0,0,3,1,2.3,-1,7.0,1,0,34,73.9,0.9749279121818294,-0.22252093395628902,73.6
0.0,0,0,1,4,1,2.4,1,7.0,1,0,33,73.6,0.4338837391175624,-0.900968867902417,74.3
0.0,0,1,1,4,1,2.1,0,6.5,1,0,28,74.3,-0.4338837391175218,-0.9009688679024366,74.3
0.0,0,1,0,4,3,1.3,1,8.166666667000001,1,0,32,74.3,-0.9749279121818194,-0.22252093395633296,74.7
0.0,0,1,1,2,1,1.2,0,8.0,1,0,34,74.7,-0.7818314824680284,0.6234898018587353,75.5
0.0,0,0,0,5,0,1.7,0,6.5,0,1,32,75.5,-3.331534478190071e-14,1.0,
0.0,0,0,1,3,1,1.4,0,7.0,-1,0,25,,0.7818314824680224,0.6234898018587429,74.6
0.0,0,0,0,4,1,1.6,0,6.5,0,0,25,74.6,0.9749279121818342,-0.222520933956268,74.6
0.0,0,0,1,4,1,1.4,1,6.5,1,0,26,74.6,0.4338837391175818,-0.9009688679024077,74.4
0.0,0,1,3,4,1,1.6,1,5.5,1,0,28,74.4,-0.43388373911755357,-0.9009688679024213,74.3
0.0,0,1,1,3,1,1.0,-1,9.333333332999999,0,0,31,74.3,-0.9749279121818146,-0.22252093395635397,74.6
0.0,0,1,0,2,0,0.4,0,8.0,-1,1,23,74.6,-0.7818314824680419,0.6234898018587184,74.6
45.0,0,0,0,4,1,1.6,-1,6.5,-1,1,18,74.6,1.9668626462748253e-15,1.0,74.0
90.0,0,0,1,4,1,1.3,0,7.5,1,0,21,74.0,0.7818314824680088,0.6234898018587598,74.2
0.0,0,0,0,4,0,1.5,0,7.0,0,1,21,74.2,0.9749279121818264,-0.2225209339563024,
0.0,0,1,2,5,0,1.0,0,7.0,-1,0,22,,0.43388373911755,-0.900968867902423,
0.0,0,2,2,5,3,0.8,0,6.5,-1,1,20,,-0.43388373911753414,-0.9009688679024307,74.1
0.0,0,1,0,3,2,1.2,0,8.5,-1,1,18,74.1,-0.9749279121818224,-0.22252093395631958,74.3
0.0,0,1,0,2,2,1.3,0,8.5,-1,1,21,74.3,-0.7818314824680553,0.6234898018587016,74.8
45.0,0,0,2,4,2,1.0,0,5.5,1,0,23,74.8,-1.9594348786357652e-14,1.0,74.7
45.0,0,0,0,4,2,1.3,0,7.0,1,0,24,74.7,0.7818314824680308,0.6234898018587323,75.0
45.0,0,0,0,4,0,1.7,0,6.5,1,0,26,75.0,0.9749279121818312,-0.2225209339562814,
45.0,0,1,0,3,2,1.6,0,6.5,1,0,27,,0.43388373911756944,-0.9009688679024137,73.8
45.0,0,0,0,3,1,1.3,0,6.5,0,1,28,73.8,-0.4338837391175147,-0.90096886790244,74.6
0.0,0,0,0,3,0,1.6,1,8.5,1,0,31,74.6,-0.9749279121818176,-0.2225209339563406,74.3
0.0,0,1,0,2,1,1.4,0,8.0,0,1,25,74.3,-0.7818314824680334,0.6234898018587292,74.5
45.0,0,0,0,4,1,2.0,0,6.5,1,0,31,74.5,-4.1155560218990125e-14,1.0,74.0
45.0,0,0,1,3,1,2.1,0,7.0,1,0,32,74.0,0.7818314824680174,0.623489801858749,74.6
0.0,0,1,0,4,2,2.6,0,7.0,1,0,34,74.6,0.9749279121818233,-0.22252093395631578,74.4
0.0,0,0,0,2,0,2.0,0,7.5,1,0,35,74.4,0.4338837391175889,-0.9009688679024043,74.2
0.0,0,1,0,3,1,2.1,0,7.5,1,1,34,74.2,-0.4338837391174953,-0.9009688679024493,73.7
0.0,0,2,0,2,1,1.2,0,9.0,0,1,28,73.7,-0.9749279121818255,-0.2225209339563062,74.8
0.0,0,1,0,3,2,1.4,0,8.0,-1,1,22,74.8,-0.7818314824680468,0.6234898018587123,74.0
45.0,0,0,0,4,0,1.3,0,6.5,-1,1,22,74.0,-6.27167716516226e-14,1.0,73.6
45.0,0,0,0,4,0,1.7,0,6.0,0,0,26,73.6,0.7818314824680394,0.6234898018587215,73.6
0.0,0,0,1,3,0,1.5,0,7.5,-1,1,22,73.6,0.9749279121818281,-0.22252093395629474,74.1
0.0,0,0,1,4,1,1.3,0,6.5,0,0,24,74.1,0.4338837391176083,-0.9009688679023949,74.5
45.0,0,1,0,4,1,1.4,0,6.5,0,0,24,74.5,-0.4338837391175783,-0.9009688679024094,74.4
0.0,0,2,0,2,2,1.3,0,8.5,-1,1,22,74.4,-0.9749279121818207,-0.22252093395632722,74.6
0.0,0,1,0,2,2,1.2,0,8.0,0,0,24,74.6,-0.7818314824680602,0.6234898018586954,74.8
45.0,0,0,1,4,2,1.8,0,6.5,0,0,27,74.8,2.9408854637360953e-14,1.0,74.2
45.0,0,1,0,3,2,1.6,-1,6.5,0,0,27,74.2,0.7818314824680259,0.6234898018587384,74.2
0.0,0,1,0,4,1,1.6,-1,6.5,-1,1,22,74.2,0.974927912181833,-0.22252093395627373,74.0
45.0,0,0,1,4,1,1.3,0,6.5,1,0,25,74.0,0.43388373911762773,-0.9009688679023856,72.9
0.0,0,1,2,5,1,1.5,0,6.5,1,0,32,72.9,-0.4338837391175589,-0.9009688679024188,74.4
0.0,0,1,2,4,0,0.8,-1,8.0,-1,1,22,74.4,-0.9749279121818158,-0.22252093395634825,74.6
0.0,0,2,0,3,2,1.0,-1,7.5,1,0,27,74.6,-0.7818314824680737,0.6234898018586786,74.4
45.0,0,0,0,3,2,1.3,0,7.0,-1,1,19,74.4,7.847643204728474e-15,1.0,74.2
35.0,0,1,0,4,1,1.4,0,7.0,-1,1,19,74.2,0.7818314824680125,0.6234898018587552,73.8
45.0,0,0,1,3,3,1.2,0,6.5,0,0,21,73.8,0.9749279121818377,-0.22252093395625272,74.0
45.0,0,1,0,3,3,1.3,0,7.5,-1,1,21,74.0,0.43388373911754474,-0.9009688679024256,74.9
0.0,0,0,1,4,1,1.1,0,7.0,1,0,22,74.9,-0.43388373911753947,-0.9009688679024281,75.2
90.0,0,1,1,3,0,1.4,0,8.0,0,1,26,75.2,-0.9749279121818111,-0.22252093395636927,
0.0,0,0,1,4,1,1.8,0,8.0,1,0,32,,-0.7818314824680161,0.6234898018587506,74.6
40.0,0,0,1,4,1,1.8,-1,7.0,-1,1,21,74.6,-1.3713568227904002e-14,1.0,74.1
45.0,0,0,0,4,1,1.8,0,6.5,-1,1,18,74.1,0.781831482467999,0.623489801858772,73.4
45.0,0,0,1,4,1,1.9,0,6.0,-1,0,20,73.4,0.9749279121818172,-0.22252093395634254,74.2
45.0,0,1,0,4,2,1.7,0,7.5,-1,0,21,74.2,0.43388373911756417,-0.9009688679024163,73.9
35.0,0,1,1,5,1,1.7,0,6.5,-1,0,22,73.9,-0.43388373911752004,-0.9009688679024375,73.9
0.0,0,0,1,3,0,2.2,0,7.0,1,0,27,73.9,-0.9749279121818316,-0.22252093395627945,74.9
0.0,0,1,1,3,1,1.2,0,6.0,1,0,27,74.9,-0.7818314824680296,0.6234898018587338,75.6
0.0,0,1,0,3,1,1.1,0,8.0,1,1,28,75.6,-3.527477966053648e-14,1.0,75.2
45.0,0,0,0,4,1,1.9,0,6.5,1,0,28,75.2,0.7818314824679856,0.6234898018587889,75.0
45.0,0,0,0,3,0,1.9,0,6.5,1,0,29,75.0,0.974927912181822,-0.2225209339563215,75.2
35.0,0,0,1,4,0,2.1,0,6.5,0,0,27,75.2,0.4338837391175836,-0.9009688679024068,75.2
0.0,0,0,0,3,1,1.8,0,6.5,0,0,27,75.2,-0.4338837391175006,-0.9009688679024468,75.7
0.0,0,1,1,3,1,2.1,0,9.0,1,0,29,75.7,-0.9749279121818268,-0.2225209339563005,74.9
0.0,0,0,0,3,1,1.6,0,7.5,1,0,27,74.9,-0.781831482468043,0.6234898018587169,74.6
45.0,0,0,1,4,2,1.8,-1,6.5,-1,1,17,74.6,-5.6835991093168957e-14,1.0,74.3
0.0,0,1,0,6,0,1.4,0,4.5,1,0,22,74.3,0.7818314824680431,0.6234898018587169,75.0
35.0,0,0,1,3,1,1.5,0,7.0,1,0,25,75.0,0.9749279121818267,-0.2225209339563005,75.1
35.0,0,0,0,4,1,1.5,0,6.0,-1,1,16,75.1,0.43388373911760303,-0.9009688679023975,74.9
35.0,0,0,0,4,0,2.5,0,6.5,-1,0,17,74.9,-0.4338837391175836,-0.9009688679024068,74.4
0.0,0,1,1,3,0,2.6,0,8.5,-1,0,16,74.4,-0.974927912181822,-0.2225209339563215,75.3
0.0,0,0,1,3,3,1.2,0,7.0,-1,1,11,75.3,-0.7818314824680564,0.6234898018587001,75.6
40.0,0,0,0,4,2,1.5,0,6.5,-1,1,15,75.6,-7.839720252580143e-14,1.0,75.6
45.0,0,0,0,4,2,1.3,0,6.0,1,0,19,75.6,0.7818314824680297,0.6234898018587337,74.2
0.0,0,0,1,4,1,1.5,0,7.5,1,0,21,74.2,0.9749279121818316,-0.22252093395627948,75.6
0.0,0,1,1,3,0,1.8,0,5.0,1,1,20,75.6,0.43388373911762246,-0.9009688679023882,
0.0,0,0,0,4,0,1.6,0,7.0,-1,0,19,,-0.43388373911756417,-0.9009688679024161,
0.0,0,2,2,4,0,1.4,0,7.5,-1,0,20,,-0.9749279121818172,-0.2225209339563425,
0.0,0,0,1,3,0,0.8,0,7.5,-1,0,16,,-0.78183148246807,0.6234898018586832,
0.0,0,1,1,4,0,1.6,0,8.0,1,1,19,,1.3728423763182123e-14,1.0,
0.0,0,1,3,4,0,1.2,0,9.5,-1,1,17,,0.7818314824680163,0.6234898018587506,
0.0,0,3,1,4,1,1.0,0,8.5,1,0,19,,0.9749279121818364,-0.22252093395625844,
0.0,0,0,2,2,1,1.0,0,8.5,0,1,18,,0.43388373911753947,-0.9009688679024281,
0.0,0,2,2,3,2,1.1,0,8.0,1,1,18,,-0.43388373911754474,-0.9009688679024256,
0.0,0,1,2,3,1,1.0,0,9.0,0,1,20,,-0.9749279121818124,-0.22252093395636355,
0.0,0,3,2,3,1,1.0,0,9.0,-1,1,14,,-0.7818314824680125,0.6234898018587552,
0.0,0,1,1,2,2,1.0,0,9.0,-1,1,14,,-7.832787669450353e-15,1.0,
0.0,0,2,1,4,1,0.8,0,8.0,0,0,20,,0.7818314824680027,0.6234898018587675,
0.0,0,2,1,3,0,0.5,0,8.0,1,0,20,,0.9749279121818158,-0.22252093395634825,
0.0,0,1,0,3,2,1.0,0,4.0,-1,1,17,,0.4338837391175589,-0.9009688679024188,76.6
0.0,0,0,2,4,0,1.2,0,6.5,0,1,20,76.6,-0.4338837391175253,-0.9009688679024349,
0.0,0,1,0,2,1,1.0,0,11.0,0,0,20,,-0.9749279121818076,-0.22252093395638456,78.3
0.0,0,1,1,3,1,1.0,0,5.0,1,0,23,78.3,-0.7818314824680259,0.6234898018587384,77.1
35.0,0,1,0,4,1,1.6,0,7.0,1,0,19,77.1,-2.939399910208283e-14,1.0,76.2
35.0,0,0,1,2,2,1.4,0,8.0,1,0,23,76.2,0.7818314824679893,0.6234898018587843,76.4
40.0,0,0,1,4,2,2.2,0,7.5,-1,1,14,76.4,0.9749279121818207,-0.22252093395632724,76.6
0.0,0,1,0,2,3,1.0,1,8.0,0,0,14,76.6,0.43388373911757827,-0.9009688679024094,76.4
40.0,0,0,0,3,1,1.9,0,7.0,-1,1,12,76.4,-0.4338837391175059,-0.9009688679024442,76.3
0.0,0,1,0,2,3,1.2,0,9.5,-1,1,12,76.3,-0.9749279121818281,-0.22252093395629474,76.7
0.0,0,0,0,2,4,1.0,0,8.0,-1,1,11,76.7,-0.7818314824680395,0.6234898018587215,76.5
45.0,0,0,0,3,2,1.3,0,7.5,-1,1,10,76.5,-5.0955210534715306e-14,1.0,76.1
45.0,0,0,0,3,2,1.4,0,7.0,-1,0,16,76.1,0.7818314824680468,0.6234898018587123,76.6
40.0,0,0,0,4,1,1.4,0,6.5,-1,1,12,76.6,0.9749279121818255,-0.22252093395630623,76.2
0.0,0,0,1,3,1,1.1,0,7.0,-1,1,13,76.2,0.4338837391175977,-0.9009688679024,76.2
45.0,0,0,2,3,2,2.0,0,7.0,1,0,18,76.2,-0.43388373911748646,-0.9009688679024537,76.5
120.0,0,0,1,3,1,1.5,1,8.0,1,0,24,76.5,-0.9749279121818233,-0.22252093395631575,76.5
45.0,0,0,0,2,2,1.5,0,8.0,1,0,24,76.5,-0.7818314824680529,0.6234898018587046,76.9
45.0,0,0,1,3,0,1.7,1,7.0,1,0,23,76.9,-7.251642196734778e-14,1.0,76.7
0.0,0,0,1,3,1,1.5,0,7.0,1,0,23,76.7,0.7818314824680334,0.6234898018587292,77.0
45.0,0,0,0,3,2,1.1,0,6.0,1,0,18,77.0,0.9749279121818303,-0.2225209339562852,76.2
45.0,0,0,0,3,2,1.5,0,7.0,1,0,20,76.2,0.43388373911761713,-0.9009688679023907,76.0
45.0,0,0,0,4,0,1.4,0,7.0,0,0,19,76.0,-0.4338837391175695,-0.9009688679024137,76.0
0.0,0,1,0,2,3,0.7,0,7.5,0,1,16,76.0,-0.9749279121818185,-0.2225209339563368,76.4
120.0,0,0,0,2,3,1.1,0,8.0,0,0,22,76.4,-0.7818314824680663,0.6234898018586877,76.7
40.0,0,0,1,3,2,1.7,0,7.5,-1,0,18,76.7,1.9609204321635772e-14,1.0,76.2
0.0,0,0,1,3,2,1.2,0,7.0,-1,0,18,76.2,0.7818314824680198,0.623489801858746,76.7
40.0,0,0,0,3,2,1.3,0,7.0,0,0,20,76.7,0.974927912181835,-0.22252093395626418,76.1
45.0,0,0,1,4,0,1.2,0,7.0,-1,0,19,76.1,0.43388373911753414,-0.9009688679024307,75.7
45.0,0,0,0,3,1,1.6,0,6.5,-1,0,18,75.7,-0.43388373911755007,-0.900968867902423,76.0
0.0,0,2,0,3,3,1.0,0,8.0,1,0,20,76.0,-0.9749279121818137,-0.2225209339563578,76.3
0.0,0,2,0,2,3,1.0,0,9.5,1,0,20,76.3,-0.7818314824680088,0.6234898018587598,76.2
0.0,0,0,0,3,2,1.1,0,8.0,-1,1,9,76.2,-1.952007110996705e-15,1.0,75.3
0.0,0,2,1,4,2,1.7,0,6.5,-1,1,9,75.3,0.7818314824680064,0.6234898018587629,75.3
0.0,0,0,0,4,2,1.3,0,7.0,-1,0,6,75.3,0.9749279121818398,-0.22252093395624317,75.6
0.0,0,2,0,3,2,1.6,0,7.0,-1,0,6,75.6,0.43388373911755357,-0.9009688679024214,75.8
0.0,0,2,2,2,3,1.0,0,8.5,-1,1,13,75.8,-0.43388373911753064,-0.9009688679024324,76.1
0.0,0,1,1,3,4,1.0,0,8.0,0,1,18,76.1,-0.9749279121818089,-0.2225209339563788,75.1
0.0,0,0,0,2,3,1.2,-1,8.0,-1,1,12,75.1,-0.7818314824680223,0.6234898018587429,75.1
45.0,0,0,0,4,2,1.1,0,6.0,0,1,14,75.1,-2.351321854362918e-14,1.0,74.8
0.0,0,0,1,5,3,1.5,0,4.5,-1,0,8,74.8,0.7818314824679929,0.6234898018587798,75.2
0.0,0,0,0,4,3,1.3,0,4.0,-1,0,10,75.2,0.9749279121818194,-0.222520933956333,74.2
0.0,0,0,0,4,2,1.3,0,7.0,1,0,10,74.2,0.433883739117573,-0.9009688679024119,74.7
0.0,0,0,2,4,0,1.7,-1,6.5,-1,1,9,74.7,-0.4338837391175112,-0.9009688679024417,75.3
50.0,0,0,0,3,1,1.1,-1,7.5,-1,0,7,75.3,-0.9749279121818294,-0.222520933956289,75.7
50.0,0,1,0,3,2,1.1,0,8.5,-1,0,3,75.7,-0.7818314824680357,0.623489801858726,75.3
45.0,0,0,1,3,1,1.3,0,5.5,-1,0,3,75.3,-4.5074429976261656e-14,1.0,75.5
35.0,0,0,1,4,1,1.5,0,6.5,-1,1,6,75.5,0.7818314824679795,0.6234898018587965,75.4
45.0,0,1,0,3,2,1.5,-1,6.5,-1,1,5,75.4,0.9749279121818242,-0.22252093395631195,75.4
0.0,0,0,1,4,0,0.9,0,8.0,1,0,6,75.4,0.4338837391175924,-0.9009688679024026,76.1
0.0,0,0,1,4,1,2.1,0,6.5,-1,1,9,76.1,-0.4338837391174918,-0.9009688679024511,75.3
50.0,0,0,0,3,2,1.7,0,7.5,-1,0,6,75.3,-0.9749279121818246,-0.22252093395631004,75.6
0.0,0,1,0,2,3,1.2,0,8.0,-1,0,6,75.6,-0.7818314824680492,0.6234898018587093,75.6
41.0,0,0,0,3,2,1.6,0,6.5,1,0,9,75.6,-6.663564140889414e-14,1.0,75.1
41.0,0,1,1,3,2,1.7,0,7.0,1,0,7,75.1,0.7818314824680369,0.6234898018587246,75.3
45.0,0,0,1,4,1,1.1,0,6.5,-1,0,5,75.3,0.974927912181829,-0.22252093395629094,76.0
45.0,0,1,1,4,2,1.9,0,6.5,-1,0,6,76.0,0.43388373911761186,-0.9009688679023933,75.4
45.0,0,0,0,4,0,2.3,-1,6.0,-1,0,5,75.4,-0.4338837391175748,-0.9009688679024112,75.4
0.0,0,1,0,3,2,1.0,0,6.5,-1,0,13,75.4,-0.9749279121818198,-0.22252093395633105,76.0
0.0,0,0,0,2,2,1.0,-1,8.5,-1,0,12,76.0,-0.7818314824680627,0.6234898018586924,75.7
42.0,0,0,0,2,4,1.3,0,8.0,-1,0,7,75.7,2.548998488008942e-14,1.0,75.7
30.0,0,0,0,4,1,1.2,0,6.5,-1,0,10,75.7,0.7818314824680235,0.6234898018587414,74.4
0.0,0,0,0,5,2,1.3,0,7.0,-1,0,10,74.4,0.9749279121818337,-0.2225209339562699,74.5
30.0,0,1,1,5,1,1.6,0,6.5,-1,0,11,74.5,0.43388373911752887,-0.9009688679024332,75.5
42.0,0,0,1,4,1,1.7,-1,6.0,-1,1,7,75.5,-0.43388373911755534,-0.9009688679024205,76.0
0.0,0,3,2,6,0,0.8,1,7.0,1,0,10,76.0,-0.974927912181815,-0.22252093395635206,
0.0,0,2,2,5,2,0.4,1,8.0,0,0,5,,-0.7818314824680761,0.6234898018586755,76.0
0.0,0,1,0,4,2,1.4,0,7.0,-1,0,1,76.0,3.928773447456944e-15,1.0,76.4
42.0,0,0,0,4,3,1.1,0,7.0,1,0,5,76.4,0.78183148246801,0.6234898018587582,76.3
42.0,0,1,1,4,1,1.4,0,7.0,1,0,5,76.3,0.9749279121818386,-0.2225209339562489,75.9
0.0,0,2,1,4,1,1.6,0,7.0,1,0,3,75.9,0.4338837391175483,-0.9009688679024239,75.9
0.0,0,2,2,3,1,1.4,0,7.0,0,0,10,75.9,-0.4338837391175359,-0.9009688679024298,76.4
0.0,0,3,0,5,1,0.6,0,9.5,-1,0,13,76.4,-0.9749279121818102,-0.2225209339563731,76.9
0.0,0,1,1,2,3,1.1,0,8.5,0,0,11,76.9,-0.7818314824680186,0.6234898018587476,76.7
45.0,0,1,0,4,2,1.4,0,7.0,0,0,9,76.7,-1.7632437985175533e-14,1.0,75.9
45.0,0,2,0,5,2,1.5,0,6.5,1,0,4,75.9,0.7818314824679966,0.6234898018587751,76.3
45.0,0,0,0,4,2,1.2,0,6.5,1,0,4,76.3,0.9749279121818181,-0.2225209339563387,76.1
42.0,0,0,1,5,1,1.4,0,6.5,-1,1,3,76.1,0.4338837391175677,-0.9009688679024145,76.8
0.0,0,0,0,4,0,1.3,0,7.0,0,0,6,76.8,-0.4338837391175165,-0.9009688679024391,76.0
0.0,0,1,1,4,3,1.2,0,7.0,-1,1,9,76.0,-0.9749279121818054,-0.2225209339563941,
0.0,0,2,2,5,3,0.7,0,9.5,-1,0,8,,-0.781831482468032,0.6234898018587307,
0.0,0,1,2,4,1,1.2,0,9.0,-1,0,8,,-3.9193649417808005e-14,1.0,
0.0,0,1,1,5,2,1.0,0,9.5,-1,0,12,,0.7818314824679832,0.623489801858792,76.9
0.0,0,1,1,5,1,1.4,0,5.0,1,0,14,76.9,0.9749279121818228,-0.2225209339563177,76.8
0.0,0,1,1,4,1,1.2,0,6.5,1,0,9,76.8,0.43388373911758715,-0.9009688679024052,76.8
33.0,0,1,1,4,1,1.5,0,6.5,-1,0,16,76.8,-0.43388373911749706,-0.9009688679024486,76.6
42.0,0,2,0,3,3,1.3,0,8.5,-1,1,7,76.6,-0.974927912181826,-0.2225209339563043,76.6
0.0,0,2,0,3,1,1.4,0,8.0,-1,0,7,76.6,-0.7818314824680455,0.6234898018587138,
0.0,0,1,1,3,1,0.9,0,9.0,-1,0,8,,-6.075486085044049e-14,1.0,
0.0,0,1,0,3,1,1.2,0,8.0,0,0,6,,0.7818314824680407,0.6234898018587199,
0.0,0,0,0,3,2,1.0,0,8.5,-1,1,7,,0.9749279121818276,-0.22252093395629666,77.2
0.0,0,1,0,2,3,1.2,0,8.5,1,0,6,77.2,0.4338837391176065,-0.9009688679023958,
0.0,0,0,0,4,2,1.2,0,8.0,-1,1,4,,-0.43388373911758005,-0.9009688679024086,76.0
0.0,0,1,0,1,2,0.8,0,9.0,1,0,3,76.0,-0.9749279121818211,-0.22252093395632533,76.5
120.0,0,1,0,1,3,1.6,0,9.0,1,0,3,76.5,-0.781831482468059,0.623489801858697,76.9
0.0,0,1,0,3,3,1.2,-1,8.0,0,0,6,76.9,3.1370765438543066e-14,1.0,76.3
