Date,Exercise,Climbing,Sweets,EatingOut,Coffee,Tea,Water,DayRating,HoursSleep,Sunny,Rain,Temperature,Weight
16.12.2019,0.0,0,1,2,4,1,1.2,0,9.0,-1,0,8,
17.12.2019,0.0,0,1,1,5,2,1.0,0,9.5,-1,0,12,
18.12.2019,0.0,0,1,1,5,1,1.4,0,5.0,1,0,14,76.9
19.12.2019,0.0,0,1,1,4,1,1.2,0,6.5,1,0,9,76.8
20.12.2019,33.0,0,1,1,4,1,1.5,0,6.5,-1,0,16,76.8
21.12.2019,42.0,0,2,0,3,3,1.3,0,8.5,-1,1,7,76.6
22.12.2019,0.0,0,2,0,3,1,1.4,0,8.0,-1,0,7,76.6
23.12.2019,0.0,0,1,1,3,1,0.9,0,9.0,-1,0,8,
24.12.2019,0.0,0,1,0,3,1,1.2,0,8.0,0,0,6,
25.12.2019,0.0,0,0,0,3,2,1.0,0,8.5,-1,1,7,
26.12.2019,0.0,0,1,0,2,3,1.2,0,8.5,1,0,6,77.2
27.12.2019,0.0,0,0,0,4,2,1.2,0,8.0,-1,1,4,
28.12.2019,0.0,0,1,0,1,2,0.8,0,9.0,1,0,3,76.0
29.12.2019,120.0,0,1,0,1,3,1.6,0,9.0,1,0,3,76.5
30.12.2019,0.0,0,1,0,3,3,1.2,-1,8.0,0,0,6,76.9
31.12.2019,0.0,0,4,0,3,2,1.6,0,8.5,1,0,8,76.3
